#tileswide 30
#tileshigh 16
#tilewidth 32
#tileheight 32
#layer 0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
7,17,18,18,18,18,18,18,19,9,9,9,9,9,9,9,9,9,17,18,18,18,18,18,18,18,18,18,19,3,
7,24,25,22,22,22,25,25,20,16,26,26,16,16,16,16,27,16,24,25,25,25,25,25,25,25,25,25,20,3,
7,24,20,8,9,10,24,25,20,16,26,26,16,16,16,16,16,16,24,25,25,25,25,25,25,25,25,25,20,3,
7,24,20,15,26,11,23,22,21,16,16,16,13,13,13,13,13,13,24,25,25,25,25,25,25,25,25,25,20,3,
7,24,20,15,16,16,9,9,9,16,16,11,17,18,18,18,18,18,25,25,25,25,25,22,22,22,22,25,20,3,
7,24,20,15,27,16,16,16,16,16,16,11,24,25,25,25,25,25,25,25,25,25,20,8,9,9,10,24,20,3,
7,24,20,15,16,16,13,13,13,16,16,11,23,22,22,22,22,25,25,25,25,25,20,15,27,16,11,24,20,3,
7,24,20,15,16,11,17,18,19,16,16,26,9,9,9,9,10,24,25,25,25,25,20,15,16,16,11,24,20,3,
7,24,20,15,26,11,24,25,20,16,16,16,16,16,16,16,11,23,22,22,22,22,21,15,16,16,11,24,20,3,
7,24,20,14,13,12,24,25,20,26,13,13,13,13,16,16,16,9,9,26,27,9,26,16,16,16,11,24,20,3,
7,24,25,18,18,18,25,25,25,18,18,18,18,19,15,16,16,16,16,16,16,16,16,16,16,16,11,24,20,3,
7,24,25,25,25,25,25,25,25,25,25,25,25,20,15,16,16,13,13,26,13,13,26,13,13,13,12,24,20,3,
7,24,25,25,25,25,25,25,25,25,25,25,25,20,15,16,11,17,18,18,18,18,18,18,18,18,18,25,20,3,
7,23,22,22,22,22,22,22,22,22,22,22,22,21,15,16,11,23,22,22,22,22,22,22,22,22,22,22,21,3,
6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,

