#tileswide 30
#tileshigh 16
#tilewidth 32
#tileheight 32
#layer 0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
7,17,18,18,18,18,18,18,18,18,18,18,19,26,16,26,17,18,18,18,18,18,18,18,18,18,18,18,19,3,
7,24,25,25,25,25,25,25,25,25,25,25,20,26,16,26,24,25,25,25,25,25,25,25,25,25,25,25,20,3,
7,24,25,25,25,25,25,25,25,25,25,25,20,27,16,27,24,25,25,25,25,25,25,25,25,25,25,25,20,3,
7,24,25,25,22,22,22,25,25,25,25,25,20,15,16,11,24,25,25,25,25,22,22,22,25,25,25,25,20,3,
7,24,25,20,8,9,10,24,25,25,25,25,20,26,16,26,24,25,25,25,20,8,9,26,24,25,25,25,20,3,
7,24,25,20,15,26,11,24,25,25,25,25,20,26,16,26,24,25,25,25,20,15,26,11,24,25,25,25,20,3,
7,24,25,25,19,13,26,24,25,25,25,25,20,15,16,11,24,25,25,25,20,14,13,12,24,25,25,25,20,3,
7,24,25,25,25,18,18,25,25,25,25,25,20,15,16,11,24,25,25,25,25,18,18,18,25,25,25,25,20,3,
7,24,25,25,25,25,25,25,25,25,25,25,20,26,16,26,24,25,25,25,25,25,25,25,25,25,25,25,20,3,
7,24,25,25,25,25,25,25,25,25,25,25,20,26,16,26,24,25,25,25,25,25,25,25,25,25,25,25,20,3,
7,24,25,25,25,25,25,25,25,25,25,25,20,15,16,11,24,25,25,25,25,25,25,25,25,25,25,25,20,3,
7,24,25,25,25,25,25,25,25,25,25,25,20,15,16,11,24,25,25,25,25,25,25,25,25,25,25,25,20,3,
7,24,25,25,25,25,25,25,25,25,25,25,20,26,16,26,24,25,25,25,25,25,25,25,25,25,25,25,20,3,
7,23,22,22,22,22,22,22,22,22,22,22,21,26,16,26,23,22,22,22,22,22,22,22,22,22,22,22,21,3,
6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,

